,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"입력
(Input)",모듈명(Module),,,,kdb,,ibk,,kbstar,,suhyupbank,,nonghyup,,wooribank,,standardchartered,,,,shinhan,,citibank,,dgb,,busanbank,,kjbank,,jejubank,,jbbank,,knbank,,kfcc,,epostbank,,hanabank,,,cu,,kbank,,"kakao
bank",nfcf,"fsb_a_aju
aju",fsb_a_wooribank,fsb_a_smart,fsb_a_kuemhwa,fsb_a_insung,fsb_a_anyang,fsb_a_baro,fsb_a_bulim,fsb_a_chinae,fsb_a_cjbank,fsb_a_double,fsb_a_hdsb,fsb_a_hisntm,fsb_a_ibksb,fsb_a_incheonbank,fsb_a_jinju,fsb_a_kibank,"fsb_a_kiwoomyes
kiwoomyes",fsb_a_mkb,fsb_a_moa,fsb_a_ok,fsb_a_sangsanginsb,fsb_a_seram,fsb_a_thek,fsb_a_ycbank,fsb_bnksb,fsb_hanasavings,fsb_idbsb,fsb_kbsavings,fsb_prsb,fsb_a_pepper,fsb_sbisb,,fsb_shinhansavings,fsb_a_jt,fsb_a_ehkbank,fsb_a_sky,fsb_welcomebank,,fsb_nhsavings,fsb_a_yegaram,fsb_a_yuanta,fsb_a_choeunbank,fsb_a_gpsavings,fsb_a_sjbank,fsb_a_anguk,fsb_a_nybank,fsb_a_ptbank,fsb_a_hanwhas,fsb_a_goryo,fsb_a_chbank,fsb_a_gangwon,fsb_a_gumibank,fsb_a_dreamsb,fsb_a_samil,fsb_a_unionsb,fsb_a_charm,fsb_a_daehan,fsb_a_dy,fsb_a_samhosb,fsb_a_sejong,fsb_a_asanbank,fsb_a_ms,fsb_acuonsb,fsb_a_o2bank,fsb_daishin,fsb_a_hbsb,fsb_a_sangsanginplussb,fsb_osb
,,,클래스명(Class),,,,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,비스니스뱅킹,S2B,NextGen,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,CMSiNet,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,개인뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,기업뱅킹,인터넷뱅킹,개인뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹
,,,계좌번호,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,조회시작일,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2(주1),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,조회종료일,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,거래검증유무,,,"XX(정렬순서검증, 중복결과검증) 1,미입력:.검증, 0: 미검증",0,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,딜레이,,,(ms),0,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,계좌비밀번호,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,페이지별건수,,,,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,조회구분,,,,,,,,,2(주4),,,,,,,,,,,,,0,2(주3),,,,,,,,,,,,,,2(주2),,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,검색구분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2(주5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"출력
(Output)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ErrorCode,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,ErrorMessage,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,Result,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,페이지번호,,,,2,,,,2,,2,,2,,2,2,2,2,2,,2,,,,2,,,,,,,,,,,,2,,2,,2,,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,내역정렬순서,,0: 최신순 / 1: 과거순,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,수시거래내역조회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,거래일자,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,거래시각,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
,,,,,통화코드,,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,출금액,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,입금액,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,거래후잔액,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,기재사항1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
,,,,,기재사항2,,0,0,2,0,2,2,0,0,2,1,0,0,2,2,0,0,0,2,0,2,2,2,0,2,2,2,0,0,0,0,2,2,2,2,0,0,2,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,거래수단1,,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1
,,,,,거래수단2,,0,0,0,2,2,1,2,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,거래수단3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,계좌번호,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,상대계좌예금주명,,,,2,2,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,상대계좌번호,,,,2,2,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,계좌번호확장,,,,,2,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,조회항목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,기재사항1,,,,적요,적요,거래내용,거래내용,보낸분/받는분,출금계좌메모 or 보낸분/받는분,보낸분/받는분,입금계좌(타행계좌),거래기록사항,거래기록사항,기재내용,기재내용,적요,거래메모,적요,설명,내용,내용,적요,적요,비고,비고,내용,기재내용,내용,적요,거래내용,거래내용,적요,적요,적요,적요,내용,내용,내역,내역,적요,적요,적요1,거래기록사항,내용,거래구분,통장표시내용,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,기록사항,적요,거래유형,"보낸분/
받는분",비고,적요,적요(통장메모),적요(통장메모),적요,적요,적요,적요,송금메모,거래구분,,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,적요,"적요
(없으면 거래유형)",적요,기록사항,적요,적요,적요
,,,기재사항2,,,,,,거래구분,,,보낸분/받는분,,,거래내용,거래내용,,,내역,내역,,,,적요,,자원,메모,메모,,메모내용,,거래구분,,,,,거래종류,거래종류,적요,적요,,,구분,구분,적요,,,입금통장표시,,구분,,,,,,,,,,,,,,,,,,,,,,,,,,,,구분1,적요,,,,보내는분/받는분,보내는분/받는분,,,,,"보낸분/
받는분","보낸분/
받는분",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,거래수단1,,,,거래점,거래점,상대은행,거래구분,처리점,처리점,입출금은행,입출금은행,거래점,거래점,취급점,취급점,거래점,영업점,거래점,,거래점,거래점명,,처리점,거래점,거래점,거래점,거래점,구분,입/출금,거래점,거래점,취급은행,취급은행,취급점,취급점,비고,비고,거래국,거래국,거래점,거래점,취급점,거래점,거래점,,거래구분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,구분2,거래지점,거래점,거래점,,,,,,,,거래구분,,,,,,,,,,,,,,,,,,,,,,,,,,처리지점,,거래점,,,
,,,거래수단2,,,,,,,상대은행,적요,적요,방법,방법,,이체메모,적요,적요,,,통지거래형태,,적요,,거래구분,거래구분,거래종류,거래종류,적요,적요,,처리결과,적요,적요,지점,지점,메모내용,메모내용,,,적요,적요,,의뢰인/수취인,거래구분,거래종류,거래종류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적요,,,,,,,,,거래점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,거래수단3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,취급점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,조회시작일,"조회시작일 입력 시, 조회종료일 조회 당일로 설정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,새마을금고,"조회구분 1: 입금취소건인 경우, 입금액,출금액 '-'붙여서 출력",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,시티은행,"조회구분 1: 기산일, 조회구분 3: 기본값(사이트 기준), 그 외: 처리일",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,국민은행,"조회구분 1: 기재사항1 출금계좌메모, 기재사항2 의뢰인/수취인 출력
그 외: 기재사항1 출금계좌메모에 값이 있으면 출금계좌메모 출력, 
없으면 의뢰인명 출력, 기재사항2 미출력",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,하나은행,"1: 입력된 계좌번호 그대로 조회
그 외: 입력된 계좌번호의 신계좌번호로 매칭 조회",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"*주1: 조회시작일 입력 시, 조회종료일 조회 당일로 설정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
