,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"입력
(Input)",모듈명(Module),,,,,kdb,,ibk,,kbstar,,suhyupbank,,nonghyup,,wooribank,,standardchartered,,,,shinhan,,citibank,,dgb,,busanbank,,kjbank,,jejubank,,jbbank,,knbank,,kfcc,,epost,,hanabank,,,cu,,kbank,,"kakao
bank",nfcf,"fsb_a_aju
aju",fsb_a_wooribank,fsb_a_smart,fsb_a_kuemhwa,fsb_a_insung,fsb_a_anyang,fsb_a_baro,fsb_a_bulim,fsb_a_chinae,fsb_a_cjbank,fsb_a_double,fsb_a_hdsb,fsb_a_hisntm,fsb_a_ibksb,fsb_a_incheonbank,fsb_a_jinju,fsb_a_kibank,"fsb_a_kiwoomyes
kiwoomyes",fsb_a_mkb,fsb_a_moa,fsb_a_ok,fsb_a_sangsanginsb,fsb_a_seram,fsb_a_thek,fsb_a_ycbank,fsb_bnksb,fsb_hanasavings,fsb_idbsb,fsb_kbsavings,fsb_prsb,fsb_a_pepper,fsb_sbisb,,fsb_shinhansavings,fsb_a_jt,fsb_a_ehkbank,fsb_a_sky,fsb_welcomebank,,fsb_nhsavings,fsb_a_yegaram,fsb_a_yuanta,fsb_a_choeunbank,fsb_a_gpsavings,fsb_a_sjbank,fsb_a_anguk,fsb_a_nybank,fsb_a_ptbank,fsb_a_hanwhas,fsb_a_goryo,fsb_a_chbank,fsb_a_gangwon,fsb_a_gumibank,fsb_a_dreamsb,fsb_a_samil,fsb_a_unionsb,fsb_a_charm,fsb_a_daehan,fsb_a_dy,fsb_a_samhosb,fsb_a_sejong,fsb_a_asanbank,fsb_a_ms,fsb_acuonsb,fsb_a_o2bank,fsb_daishin,fsb_a_hbsb,fsb_a_sangsanginplussb,fsb_osb
,,,,클래스명(Class),,,,,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,비스니스뱅킹,s2b,NextGen,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,CMSiNet,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,개인뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,기업뱅킹,인터넷뱅킹,개인뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹
,,,,로그인방식,,,"ID : 아이디 / CERT : 인증서 / 
FIN_CERT(개인), FIN_CERTCORP(기업) : 금융인증서 / OTP: 토큰 로그인",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2(주1),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,사용자아이디,,,,,0,0,2,0,2,0,0,0,2,0,0,2,2,0,0,1,2,0,2,0,2,2(주2),0,0,0,2,0,0,2,2,0,2,2,2,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
,,,,사용자비밀번호,,,,,0,0,2,0,2,0,0,0,2,0,0,2,2,0,0,0,2,0,2,0,2,2(주2),0,0,0,2,0,0,2,2,0,2,2,2,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
,,,,인증계좌번호,,,,,,,,,,,,,0,,2(주3),2(주3),,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,인증계좌비밀번호,,,,,,,,,,,,,0,,2(주3),2(주3),,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,구분,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,뱅킹구분,,,"1: 신뱅킹 로그인, 그 외: 구뱅킹 로그인",,,,,,,,,,,,0,2,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,그룹아이디,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,인증서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,이름,,,,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,0,1,1,1,1,2,2(주1),1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,만료일자,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,비밀번호,,,,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"출력
(Output)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ErrorCode,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,ErrorMessage,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,Result,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,사용자이름,,ID로그인 시 결과처리,,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,대구은행,사용자 아이디 입력하고 인증서 미입력한 경우에는 로그인방식과 무관하게 아이디로그인으로 진행합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,대구은행,관리자 아이디/비밀번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,우리은행,"ID로그인, 추가인증이 필요한 경우",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,금융인증서 지원,"개인 : 산업, 국민, 수협, 우리, SC, 대구, 부산, 광주, 제주, 전북, 경남, 새마을, 하나, 신한
기업 : 기업, 국민, 하나, 신한",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Job: 로그아웃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,구분,항   목,,,설   명,,기관별,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,기관명,,,,,산업,,기업,,국민,,수협,,농협,,우리,,스탠다드차타드,,,,신한,,씨티,,대구,,부산,,광주,,제주,,전북,,경남,,새마을,,우체국,,하나,,,신협,,K뱅크,,"카카오
뱅크",산림조합,"우리금융 
저축은행","우리
저축은행","스마트
저축은행","금화
저축은행","인성
저축은행","안양 
저축은행","바로 
저축은행","부림
저축은행","JT친애 
저축은행","청주 
저축은행","더블 
저축은행","다올 
저축은행","ST 
저축은행","IBK 
저축은행","인천 
저축은행","진주 
저축은행","한국투자 
저축은행","키움YES 
저축은행","민국 
저축은행","모아 
저축은행","OK 
저축은행","상상인 
저축은행","세람 
저축은행","The-K 
저축은행","융창 
저축은행","BNK 
저축은행","하나 
저축은행","DB 
저축은행","KB 
저축은행","푸른 
저축은행","페퍼
저축은행","SBI 
저축은행",,"신한 
저축은행","JT
저축은행","흥국
저축은행","스카이
저축은행","웰컴 
저축은행",,"NH
저축은행","예가람
저축은행","유안타
저축은행","조은
저축은행","공평
저축은행","삼정
저축은행","안국
저축은행","남양
저축은행","평택
저축은행","한화
저축은행","고려
저축은행","조흥
저축은행","강원
저축은행","구미
저축은행","드림
저축은행","삼일
저축은행","유니온
저축은행","참
저축은행","대한
저축은행","동양
저축은행","삼호
저축은행","세종
저축은행","아산
저축은행","MS
저축은행","애큐온
저축은행","오투
저축은행","대신
저축은행","HB
저축은행",상상인플러스저축은행,"OSB
저축은행"
,,,"입력
(Input)",모듈명(Module),,,,,kdb,,ibk,,kbstar,,suhyupbank,,nonghyup,,wooribank,,standardchartered,,,,shinhan,,citibank,,dgb,,busanbank,,kjbank,,jejubank,,jbbank,,knbank,,kfcc,,epost,,hanabank,,,cu,,kbank,,"kakao
bank",nfcf,"fsb_a_aju
aju",fsb_a_wooribank,fsb_a_smart,fsb_a_kuemhwa,fsb_a_insung,fsb_a_anyang,fsb_a_baro,fsb_a_bulim,fsb_a_chinae,fsb_a_cjbank,fsb_a_double,fsb_a_hdsb,fsb_a_hisntm,fsb_a_ibksb,fsb_a_incheonbank,fsb_a_jinju,fsb_a_kibank,"fsb_a_kiwoomyes
kiwoomyes",fsb_a_mkb,fsb_a_moa,fsb_a_ok,fsb_a_sangsanginsb,fsb_a_seram,fsb_a_thek,fsb_a_ycbank,fsb_bnksb,fsb_hanasavings,fsb_idbsb,fsb_kbsavings,fsb_prsb,fsb_a_pepper,fsb_sbisb,,fsb_shinhansavings,fsb_a_jt,fsb_a_ehkbank,fsb_a_sky,fsb_welcomebank,,fsb_nhsavings,fsb_a_yegaram,fsb_a_yuanta,fsb_a_choeunbank,fsb_a_gpsavings,fsb_a_sjbank,fsb_a_anguk,fsb_a_nybank,fsb_a_ptbank,fsb_a_hanwhas,fsb_a_goryo,fsb_a_chbank,fsb_a_gangwon,fsb_a_gumibank,fsb_a_dreamsb,fsb_a_samil,fsb_a_unionsb,fsb_a_charm,fsb_a_daehan,fsb_a_dy,fsb_a_samhosb,fsb_a_sejong,fsb_a_asanbank,fsb_a_ms,fsb_acuonsb,fsb_a_o2bank,fsb_daishin,fsb_a_hbsb,fsb_a_sangsanginplussb,fsb_osb
,,,,클래스명(Class),,,,,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,비스니스뱅킹,s2b,NextGen,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,CMSiNet,개인뱅킹,기업뱅킹,개인뱅킹,기업뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,개인뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,기업뱅킹,인터넷뱅킹,개인뱅킹,기업뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹,인터넷뱅킹
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"출력
(Output)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ErrorCode,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,ErrorMessage,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,Result,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
